date,open,high,low,close,volume
2023-07-03 00:00:00+05:30,988.0,988.0,982.0,982.5,100
2023-07-04 00:00:00+05:30,983.0,983.0,974.0,974.0,616
2023-07-05 00:00:00+05:30,974.0,974.0,974.0,974.0,10
2023-07-06 00:00:00+05:30,980.0,980.0,926.0,965.13,885
2023-07-10 00:00:00+05:30,972.0,980.0,945.1,965.0,8057
2023-07-11 00:00:00+05:30,989.75,989.75,956.0,958.96,132
2023-07-12 00:00:00+05:30,972.0,972.0,961.0,961.18,102
2023-07-13 00:00:00+05:30,965.0,965.0,962.0,965.0,546
2023-07-14 00:00:00+05:30,972.0,972.0,972.0,972.0,20
2023-07-17 00:00:00+05:30,972.0,1000.0,960.0,997.76,2526
2023-07-18 00:00:00+05:30,990.0,990.0,946.0,952.2,286
2023-07-19 00:00:00+05:30,950.0,955.9,950.0,955.0,366
2023-07-20 00:00:00+05:30,960.5,960.5,940.0,950.0,660
2023-07-21 00:00:00+05:30,950.0,950.0,950.0,950.0,1
2023-07-24 00:00:00+05:30,950.0,950.0,946.25,946.25,30
2023-07-25 00:00:00+05:30,950.0,950.0,947.0,947.0,35
2023-07-26 00:00:00+05:30,980.0,989.9,964.99,968.85,1025
2023-07-27 00:00:00+05:30,945.08,966.99,944.0,966.0,196
2023-07-28 00:00:00+05:30,966.0,970.0,958.5,970.0,614
2023-07-31 00:00:00+05:30,955.0,955.0,950.0,952.0,25
2023-08-02 00:00:00+05:30,951.0,970.0,940.0,951.98,530
2023-08-04 00:00:00+05:30,960.0,960.0,950.0,950.0,70
2023-08-09 00:00:00+05:30,950.0,950.0,950.0,950.0,130
2023-08-10 00:00:00+05:30,950.0,950.0,950.0,950.0,11
2023-08-11 00:00:00+05:30,980.0,980.0,927.0,937.0,223
2023-08-14 00:00:00+05:30,980.0,980.0,945.0,977.0,370
2023-08-16 00:00:00+05:30,940.0,979.9,940.0,979.9,20
2023-08-17 00:00:00+05:30,943.0,970.0,943.0,950.0,82
2023-08-21 00:00:00+05:30,950.0,950.0,950.0,950.0,40
2023-08-22 00:00:00+05:30,950.0,979.9,950.0,964.97,60
2023-08-23 00:00:00+05:30,979.9,979.9,950.0,953.71,83
2023-08-24 00:00:00+05:30,951.35,951.35,945.0,945.29,112
2023-08-25 00:00:00+05:30,950.0,950.0,945.0,947.7,47
2023-08-28 00:00:00+05:30,946.0,946.0,946.0,946.0,10
2023-08-29 00:00:00+05:30,946.0,946.0,946.0,946.0,20
2023-08-30 00:00:00+05:30,946.0,947.0,946.0,947.0,52
2023-09-01 00:00:00+05:30,940.0,940.0,940.0,940.0,69
2023-09-04 00:00:00+05:30,940.0,969.9,930.01,939.9,781
2023-09-05 00:00:00+05:30,940.0,940.0,928.25,940.0,404
2023-09-06 00:00:00+05:30,939.0,939.0,939.0,939.0,1
2023-09-07 00:00:00+05:30,924.0,940.0,924.0,939.7,134
2023-09-08 00:00:00+05:30,940.0,940.0,933.0,933.0,231
2023-09-11 00:00:00+05:30,933.0,940.0,933.0,940.0,80
2023-09-12 00:00:00+05:30,925.0,940.0,920.0,940.0,1790
2023-09-13 00:00:00+05:30,941.0,941.0,920.0,940.0,356
2023-09-14 00:00:00+05:30,940.0,940.0,932.0,940.0,721
2023-09-15 00:00:00+05:30,929.05,940.0,920.0,940.0,174
2023-09-20 00:00:00+05:30,940.0,940.0,939.9,939.9,4
2023-09-21 00:00:00+05:30,939.89,939.9,939.0,939.0,276
2023-09-22 00:00:00+05:30,939.0,939.0,937.99,937.99,31
2023-09-25 00:00:00+05:30,937.99,937.99,920.25,920.25,101
2023-09-26 00:00:00+05:30,921.67,960.0,921.67,960.0,131
2023-09-28 00:00:00+05:30,950.0,950.0,926.0,926.0,273
2023-10-03 00:00:00+05:30,920.01,930.0,920.01,930.0,125
2023-10-04 00:00:00+05:30,930.0,949.0,923.01,949.0,104
2023-10-05 00:00:00+05:30,930.0,930.0,930.0,930.0,1
2023-10-06 00:00:00+05:30,948.0,948.0,948.0,948.0,101
2023-10-09 00:00:00+05:30,920.0,922.0,920.0,921.0,75
2023-10-10 00:00:00+05:30,948.0,948.0,935.0,935.0,355
2023-10-11 00:00:00+05:30,947.9,947.9,944.99,944.99,89
2023-10-12 00:00:00+05:30,944.99,944.99,915.01,929.9,242
2023-10-13 00:00:00+05:30,929.9,929.9,928.99,929.0,1584
2023-10-16 00:00:00+05:30,929.0,929.0,920.0,920.99,761
