date,open,high,low,close,volume
2019-01-01 00:00:00+05:30,101.25,105.0,100.7,103.55,5175
2019-01-02 00:00:00+05:30,103.05,109.05,100.3,104.55,19101
2019-01-03 00:00:00+05:30,105.45,108.0,102.15,103.95,5261
2019-01-04 00:00:00+05:30,104.25,105.35,103.5,104.75,1801
2019-01-07 00:00:00+05:30,104.75,104.9,102.0,103.5,2831
2019-01-08 00:00:00+05:30,101.3,104.0,101.1,102.55,6329
2019-01-09 00:00:00+05:30,102.8,104.0,102.15,102.6,3881
2019-01-10 00:00:00+05:30,103.35,104.0,101.5,102.25,25566
2019-01-11 00:00:00+05:30,101.05,112.45,101.05,112.3,85042
2019-01-14 00:00:00+05:30,113.0,123.5,113.0,120.4,277511
2019-01-15 00:00:00+05:30,118.25,125.0,114.5,119.1,92766
2019-01-16 00:00:00+05:30,122.8,122.85,119.55,120.9,32655
2019-01-17 00:00:00+05:30,122.0,122.9,116.35,117.6,25742
2019-01-18 00:00:00+05:30,116.0,120.0,114.25,116.95,18121
2019-01-21 00:00:00+05:30,125.0,125.0,111.75,112.8,16268
2019-01-22 00:00:00+05:30,114.0,115.8,110.0,110.55,9332
2019-01-23 00:00:00+05:30,110.8,112.8,108.0,109.65,4777
2019-01-24 00:00:00+05:30,113.65,113.65,107.1,110.9,6895
2019-01-25 00:00:00+05:30,110.0,110.5,107.05,107.6,6930
2019-01-28 00:00:00+05:30,108.8,109.05,100.6,107.95,15917
2019-01-29 00:00:00+05:30,107.25,107.25,103.1,104.45,4056
2019-01-30 00:00:00+05:30,105.2,112.0,105.1,108.3,9247
2019-01-31 00:00:00+05:30,106.0,112.7,106.0,107.85,10422
2019-02-01 00:00:00+05:30,107.9,111.7,106.1,106.45,13793
2019-02-04 00:00:00+05:30,106.85,106.85,102.15,104.45,5037
2019-02-05 00:00:00+05:30,103.45,106.0,100.35,101.7,4851
2019-02-06 00:00:00+05:30,108.9,111.7,105.35,109.65,83297
2019-02-07 00:00:00+05:30,110.65,118.0,107.95,114.9,41386
2019-02-08 00:00:00+05:30,115.05,116.5,110.0,110.6,14400
2019-02-11 00:00:00+05:30,109.7,113.7,108.8,111.75,4587
2019-02-12 00:00:00+05:30,112.75,114.0,105.3,107.1,38756
2019-02-13 00:00:00+05:30,110.5,110.5,106.0,106.2,5868
2019-02-14 00:00:00+05:30,112.0,112.0,106.55,108.85,7245
2019-02-15 00:00:00+05:30,109.9,109.9,106.2,106.9,6117
2019-02-18 00:00:00+05:30,104.55,108.95,104.5,105.25,3139
2019-02-19 00:00:00+05:30,105.25,106.9,100.35,101.55,14128
2019-02-20 00:00:00+05:30,102.75,105.85,101.0,102.3,8473
2019-02-21 00:00:00+05:30,103.1,105.0,103.0,104.55,6529
2019-02-22 00:00:00+05:30,103.25,106.0,100.2,104.8,8241
