date,open,high,low,close,volume
2019-01-01 00:00:00+05:30,789.8,789.8,767.2,770.55,1895
2019-01-02 00:00:00+05:30,764.0,779.9,764.0,766.8,1124
2019-01-03 00:00:00+05:30,777.75,777.75,763.0,766.25,1600
2019-01-04 00:00:00+05:30,760.15,768.0,756.6,759.15,5116
2019-01-07 00:00:00+05:30,764.0,767.0,757.05,758.85,5711
2019-01-08 00:00:00+05:30,768.0,768.0,755.3,757.1,5371
2019-01-09 00:00:00+05:30,759.95,760.0,745.3,749.8,1812
2019-01-10 00:00:00+05:30,756.0,763.0,750.1,756.55,7545
2019-01-11 00:00:00+05:30,758.7,758.7,742.1,746.85,3050
2019-01-14 00:00:00+05:30,742.0,757.1,742.0,751.15,644
2019-01-15 00:00:00+05:30,745.45,751.0,740.0,741.45,2603
2019-01-16 00:00:00+05:30,740.25,746.6,730.0,735.0,2500
2019-01-17 00:00:00+05:30,748.95,748.95,725.05,726.25,2861
2019-01-18 00:00:00+05:30,729.15,741.3,725.05,729.6,697
2019-01-21 00:00:00+05:30,739.55,749.9,723.0,725.45,1487
2019-01-22 00:00:00+05:30,734.95,734.95,712.0,715.65,1867
2019-01-23 00:00:00+05:30,729.55,729.55,696.5,701.65,4283
2019-01-24 00:00:00+05:30,702.4,707.35,688.7,693.2,4031
2019-01-25 00:00:00+05:30,715.95,715.95,691.0,697.9,1635
2019-01-28 00:00:00+05:30,690.0,708.75,677.0,681.9,7304
2019-01-29 00:00:00+05:30,676.45,685.75,665.0,668.3,3552
2019-01-30 00:00:00+05:30,665.0,712.9,664.25,699.25,32212
2019-01-31 00:00:00+05:30,699.25,718.85,693.05,700.65,16796
2019-02-01 00:00:00+05:30,700.65,708.65,684.0,687.9,6154
2019-02-04 00:00:00+05:30,689.05,699.8,665.0,668.15,7190
2019-02-05 00:00:00+05:30,678.95,678.95,667.5,671.95,2857
2019-02-06 00:00:00+05:30,679.85,680.85,671.95,678.5,4750
2019-02-07 00:00:00+05:30,686.95,686.95,670.55,675.7,1706
2019-02-08 00:00:00+05:30,670.0,678.85,650.05,658.2,2382
2019-02-11 00:00:00+05:30,658.3,680.15,651.05,675.1,5112
2019-02-12 00:00:00+05:30,679.7,679.7,651.1,658.8,6698
2019-02-13 00:00:00+05:30,667.95,667.95,655.0,655.4,1615
2019-02-14 00:00:00+05:30,661.95,667.85,650.3,660.4,1440
2019-02-15 00:00:00+05:30,664.95,664.95,650.3,655.15,1847
2019-02-18 00:00:00+05:30,655.1,676.95,655.05,673.05,861
2019-02-19 00:00:00+05:30,666.0,671.35,651.1,653.9,1608
2019-02-20 00:00:00+05:30,663.0,663.0,647.5,649.95,12996
